Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Total_Duration,Total_Pages,Avg_Time_Per_Page,Admin_Info_Ratio,Admin_Product_Ratio,Info_Product_Ratio,Admin_Duration_Per_Page,Info_Duration_Per_Page,Product_Duration_Per_Page,Bounce_Exit_Diff,Month_Num,Season,Holiday_Season,Is_Returning_Visitor,Is_New_Visitor,Is_Other_Visitor,PageValues_BounceRates,PageValues_ExitRates,Weekend_SpecialDay,ProductRelated_Weekend,Administrative_Duration_Log,Informational_Duration_Log,ProductRelated_Duration_Log,PageValues_Log,PageValues_Binned,ProductRelated_Binned
0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,Feb,1,1,3,2,Returning_Visitor,0,22.0,3,7.333333333333333,0.0,0.0,0.0,0.0,0.0,5.5,-0.066666667,2,Winter,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,3.1354942159291497,0.0,,Very Low
0,0.0,0,0.0,6,306.25,0.053571429,0.052592593,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,0,306.25,6,51.041666666666664,0.0,0.0,0.0,0.0,0.0,43.75,0.0009788359999999968,11,Fall,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,5.7276617484461445,0.0,,Low
4,96.5,0,0.0,42,2172.333333,0.0,0.01124031,35.2339845,0.0,May,2,2,4,2,Returning_Visitor,0,2268.833333,46,49.32246376086957,4.0,0.09302325581395349,0.0,19.3,0.0,50.5193798372093,-0.01124031,5,Spring,0,1,0,0,0.0,0.39604090831519495,0.0,0,4.579852378003801,0.0,7.684017366099215,3.5899974767787097,Medium,Medium
2,25.625,0,0.0,162,8596.669979,0.005075446,0.012349829,1.469693253,0.0,Dec,2,2,5,2,Returning_Visitor,0,8622.294979,164,52.57496938414634,2.0,0.012269938650306749,0.0,8.541666666666666,0.0,52.7403066196319,-0.007274383,12,Winter,1,1,0,0,0.007459348742165838,0.018150460357003736,0.0,0,3.2818506240295893,0.0,9.059246512858293,0.904093953858959,Low,Very High
4,98.0,4,216.0,17,1243.5,0.0,0.008695652,32.80852174,0.0,May,1,1,2,2,New_Visitor,0,1557.5,25,62.3,0.8,0.2222222222222222,0.2222222222222222,19.6,43.2,69.08333333333333,-0.008695652,5,Spring,0,0,1,0,0.0,0.2852914876854745,0.0,0,4.59511985013459,5.37989735354046,7.126489121807647,3.520712893196648,Medium,Low
1,41.0,4,360.0,28,769.5,0.024242424,0.042424242,19.38181818,0.0,May,2,2,1,6,Returning_Visitor,0,1170.5,33,35.46969696969697,0.2,0.034482758620689655,0.13793103448275862,20.5,72.0,26.53448275862069,-0.018181818000000002,5,Spring,0,1,0,0,0.4698622542104683,0.8222589448683195,0.0,0,3.7376696182833684,5.8888779583328805,6.64703965476017,3.014643237750483,Medium,Medium
0,0.0,0,0.0,2,27.0,0.0,0.1,0.0,0.0,Mar,4,1,4,2,Returning_Visitor,0,27.0,2,13.5,0.0,0.0,0.0,0.0,0.0,9.0,-0.1,3,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,3.332204510175204,0.0,,Very Low
4,33.91666667,4,785.875,251,9297.575489,0.011608301,0.027881156,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,10117.367155670001,259,39.06319365123552,0.8,0.015873015873015872,0.015873015873015872,6.783333334,157.175,36.89514082936508,-0.016272855000000003,11,Fall,1,1,0,0,0.0,0.0,0.0,0,3.552964270229603,6.6680694047986115,9.137616494183325,0.0,,Very High
6,1489.041667,0,0.0,12,879.8,0.0,0.005555556,0.0,0.0,Nov,2,2,4,2,New_Visitor,1,2368.8416669999997,18,131.6023148333333,6.0,0.46153846153846156,0.0,212.72023814285714,0.0,67.67692307692307,-0.005555556,11,Fall,1,0,1,0,0.0,0.0,0.0,12,7.306559362978038,0.0,6.78083058540847,0.0,,Low
6,89.0,1,0.0,29,1183.233333,0.013793103,0.025517241,0.0,0.2,May,3,2,1,2,Returning_Visitor,0,1272.233333,36,35.339814805555555,3.0,0.2,0.03333333333333333,12.714285714285714,0.0,39.44111109999999,-0.011724138,5,Spring,0,1,0,0,0.0,0.0,0.0,0,4.499809670330265,0.0,7.076850867818397,0.0,,Medium
0,0.0,1,39.0,14,443.2083333,0.012,0.058222222,0.0,0.0,May,2,2,1,6,Returning_Visitor,0,482.2083333,15,32.147222219999996,0.0,0.0,0.06666666666666667,0.0,19.5,29.54722222,-0.04622222199999999,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,3.6888794541139363,6.09629367152749,0.0,,Low
8,964.25,6,182.1666667,134,5889.730504,0.028910577,0.053431066,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,0,7036.1471707,148,47.54153493716216,1.1428571428571428,0.05925925925925926,0.044444444444444446,107.13888888888889,26.02380952857143,43.62763336296296,-0.024520489,11,Fall,1,1,0,0,0.0,0.0,0.0,0,6.872387135144345,5.21039648535755,8.681135293403454,0.0,,Very High
0,0.0,0,0.0,9,232.8333333,0.033333333,0.046666667,0.0,0.0,May,1,1,3,1,Returning_Visitor,0,232.8333333,9,25.870370366666666,0.0,0.0,0.0,0.0,0.0,23.283333329999998,-0.013333334000000002,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,5.454608610731854,0.0,,Low
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Jul,3,2,1,4,Returning_Visitor,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,Summer,0,1,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,,Very Low
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,May,1,1,2,3,Returning_Visitor,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,Very Low
3,249.0,0,0.0,8,1046.5,0.04,0.04,0.0,0.0,May,1,1,6,4,New_Visitor,1,1295.5,11,117.77272727272727,3.0,0.3333333333333333,0.0,62.25,0.0,116.27777777777777,0.0,5,Spring,0,0,1,0,0.0,0.0,0.0,8,5.521460917862246,0.0,6.9541616517962925,0.0,,Low
0,0.0,0,0.0,13,208.8333333,0.030769231,0.088461538,0.0,0.4,May,2,2,6,4,Returning_Visitor,0,208.8333333,13,16.064102561538462,0.0,0.0,0.0,0.0,0.0,14.916666664285714,-0.057692307000000005,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,5.346313564657436,0.0,,Low
8,129.9,0,0.0,70,1438.71,0.011351351,0.033766459,0.0,0.0,Jul,2,2,7,1,Returning_Visitor,0,1568.6100000000001,78,20.110384615384618,8.0,0.11267605633802817,0.0,14.433333333333334,0.0,20.263521126760565,-0.022415107999999996,7,Summer,0,1,0,0,0.0,0.0,0.0,0,4.874433672915854,0.0,7.2721969833996924,0.0,,High
1,28.2,1,36.2,130,9447.578514,0.012661499,0.025758194,0.0,0.0,Sep,1,2,5,1,Returning_Visitor,0,9511.978514,132,72.0604432878788,0.5,0.007633587786259542,0.007633587786259542,14.1,18.1,72.11891995419847,-0.013096695000000002,9,Fall,0,1,0,0,0.0,0.0,0.0,0,3.374168709274236,3.616308761279101,9.153619587374353,0.0,,Very High
3,135.0,0,0.0,25,2765.2,0.008,0.016888889,0.0,0.0,May,2,2,2,1,Returning_Visitor,0,2900.2,28,103.57857142857142,3.0,0.11538461538461539,0.0,33.75,0.0,106.35384615384615,-0.008888889,5,Spring,0,1,0,0,0.0,0.0,0.0,0,4.912654885736052,0.0,7.925229816190607,0.0,,Medium
0,0.0,0,0.0,6,223.3333333,0.0,0.008333333,0.0,0.0,May,2,2,1,2,Returning_Visitor,0,223.3333333,6,37.222222216666665,0.0,0.0,0.0,0.0,0.0,31.9047619,-0.008333333,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,5.41313304082803,0.0,,Low
3,170.0,0,0.0,30,619.5208333,0.0,0.00625,0.0,0.0,Dec,3,2,4,1,Returning_Visitor,1,789.5208333,33,23.924873736363637,3.0,0.0967741935483871,0.0,42.5,0.0,19.98454300967742,-0.00625,12,Winter,1,1,0,0,0.0,0.0,0.0,30,5.14166355650266,0.0,6.430559179101179,0.0,,Medium
0,0.0,0,0.0,53,2634.476245,0.000943396,0.016429608,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,2634.476245,53,49.70709896226415,0.0,0.0,0.0,0.0,0.0,48.78659712962963,-0.015486212,11,Fall,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,7.87681918278471,0.0,,High
1,109.8,0,0.0,17,418.8233333,0.0,0.001388889,0.0,0.0,Oct,2,4,1,3,New_Visitor,0,528.6233333,18,29.36796296111111,1.0,0.05555555555555555,0.0,54.9,0.0,23.26796296111111,-0.001388889,10,Fall,0,0,1,0,0.0,0.0,0.0,0,4.707726774313183,0.0,6.039833987785697,0.0,,Low
2,310.8571429,3,27.0,68,2950.62381,0.009589041,0.023074581,16.6702274,0.0,May,2,2,7,6,Returning_Visitor,0,3288.4809529,73,45.04768428630137,0.5,0.028985507246376812,0.043478260869565216,103.61904763333332,6.75,42.76266391304348,-0.01348554,5,Spring,0,1,0,0,0.1598514940179234,0.38465851242971943,0.0,0,5.742545207632056,3.332204510175204,7.990110741962896,2.871881155518746,Medium,High
1,11.0,0,0.0,1,0.0,0.0,0.1,0.0,0.0,Aug,2,6,1,3,Returning_Visitor,0,11.0,2,5.5,1.0,0.5,0.0,5.5,0.0,0.0,-0.1,8,Summer,0,1,0,0,0.0,0.0,0.0,0,2.4849066497880004,0.0,0.0,0.0,,Very Low
0,0.0,0,0.0,3,39.5,0.0,0.033333333,0.0,0.0,Dec,1,1,9,8,New_Visitor,0,39.5,3,13.166666666666666,0.0,0.0,0.0,0.0,0.0,9.875,-0.033333333,12,Winter,1,0,1,0,0.0,0.0,0.0,0,0.0,0.0,3.7013019741124933,0.0,,Very Low
0,0.0,4,37.0,69,4112.394444,0.007123288,0.022355057,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,0,4149.394444,73,56.84101978082191,0.0,0.0,0.05714285714285714,0.0,7.4,58.74849205714285,-0.015231769000000001,12,Winter,1,1,0,0,0.0,0.0,0.0,0,0.0,3.6375861597263857,8.322003865407003,0.0,,High
0,0.0,0,0.0,9,125.2666667,0.044444444,0.103703704,0.0,0.0,Oct,2,2,3,4,Returning_Visitor,1,125.2666667,9,13.918518522222222,0.0,0.0,0.0,0.0,0.0,12.526666670000001,-0.059259259999999994,10,Fall,0,1,0,0,0.0,0.0,0.0,9,0.0,0.0,4.8383960729078055,0.0,,Low
0,0.0,0,0.0,12,305.4,0.0,0.019444444,0.0,0.0,Dec,3,2,1,11,Returning_Visitor,0,305.4,12,25.45,0.0,0.0,0.0,0.0,0.0,23.49230769230769,-0.019444444,12,Winter,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,5.724891437866436,0.0,,Low
10,168.9066667,2,18.4,36,853.8502721,0.0,0.007751938,5.6479944,0.0,Oct,3,2,3,2,Returning_Visitor,1,1041.1569388,48,21.690769558333333,3.3333333333333335,0.2702702702702703,0.05405405405405406,15.355151518181817,6.133333333333333,23.07703438108108,-0.007751938,10,Fall,0,1,0,0,0.0,0.0437829024131472,0.0,36,5.1352492668721545,2.9652730660692823,6.750926333250524,1.8943152151941882,Low,Medium
1,55.5,1,18.0,19,444.75,0.0,0.010526316,21.2112655,0.0,Nov,2,5,1,10,New_Visitor,0,518.25,21,24.678571428571427,0.5,0.05,0.05,27.75,9.0,22.2375,-0.010526316,11,Fall,1,0,1,0,0.0,0.22327648341289802,0.0,0,4.034240638152395,2.9444389791664403,6.09975825674325,3.1005996151214648,Medium,Low
0,0.0,0,0.0,15,463.3333333,0.035714286,0.046428571,0.0,0.0,May,2,5,1,1,Returning_Visitor,0,463.3333333,15,30.888888886666667,0.0,0.0,0.0,0.0,0.0,28.95833333125,-0.010714285000000004,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,6.140602685039909,0.0,,Low
2,98.0,0,0.0,44,2279.222222,0.001111111,0.012301587,7.0182,0.0,May,3,2,7,4,Returning_Visitor,0,2377.222222,46,51.678743956521735,2.0,0.044444444444444446,0.0,32.666666666666664,0.0,50.64938271111111,-0.011190476,5,Spring,0,1,0,0,0.0077979992202,0.0863349978834,0.0,0,4.59511985013459,0.0,7.732028182988478,2.0817139577855004,Low,Medium
0,0.0,0,0.0,22,925.8333333,0.018181818,0.048484848,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,0,925.8333333,22,42.08333333181818,0.0,0.0,0.0,0.0,0.0,40.253623186956524,-0.030303029999999998,3,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,6.8317737579235445,0.0,,Medium
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,8,13,9,20,Returning_Visitor,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,Winter,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,Very Low
0,0.0,0,0.0,70,2083.3,0.000980392,0.005252101,0.0,0.0,May,2,2,7,2,Returning_Visitor,0,2083.3,70,29.761428571428574,0.0,0.0,0.0,0.0,0.0,29.342253521126764,-0.004271709,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,7.642188346447625,0.0,,High
3,29.2,0,0.0,17,652.5666667,0.022222222,0.033333333,24.12558571,0.0,June,1,1,6,3,Returning_Visitor,0,681.7666667000001,20,34.088333335,3.0,0.16666666666666666,0.0,7.3,0.0,36.25370370555556,-0.011111111,6,Summer,0,1,0,0,0.5361241215276475,0.8041861822914714,0.0,0,3.407841924380824,0.0,6.482444542704268,3.223886677948319,Medium,Low
12,217.0833333,5,480.125,90,1996.565909,0.013684211,0.027807876,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,0,2693.7742423,107,25.175460208411213,2.0,0.13186813186813187,0.054945054945054944,16.698717946153845,80.02083333333333,21.940284714285713,-0.014123664999999999,11,Fall,1,1,0,0,0.0,0.0,0.0,0,5.384877252589299,6.17612711160391,7.5996846728407625,0.0,,High
16,427.0666667,3,111.0,122,3492.316304,0.006547137,0.015792367,86.57772177,0.0,Nov,1,1,1,3,Returning_Visitor,0,4030.3829707,141,28.584276387943262,4.0,0.13008130081300814,0.024390243902439025,25.121568629411765,27.75,28.392815479674795,-0.009245230000000002,11,Fall,1,1,0,0,0.5668362055760724,1.3672671562157297,0.0,0,6.059278946769708,4.718498871295094,8.15860679438588,4.472526647904053,High,Very High
2,118.9,0,0.0,30,1216.726667,0.0,0.008602151,26.13036122,0.0,Nov,4,2,6,2,New_Visitor,1,1335.626667,32,41.73833334375,2.0,0.06451612903225806,0.0,39.63333333333333,0.0,39.24924732258064,-0.008602151,11,Fall,1,0,1,0,0.0,0.22477731289898426,0.0,30,4.786658062033468,0.0,7.104741011755802,3.3006534409942945,Medium,Medium
0,0.0,0,0.0,15,477.0,0.0,0.02,0.0,0.0,Mar,2,2,2,1,Returning_Visitor,0,477.0,15,31.8,0.0,0.0,0.0,0.0,0.0,29.8125,-0.02,3,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,6.169610732491456,0.0,,Low
7,154.4,0,0.0,33,1267.06,0.021621622,0.040540541,0.0,0.0,June,2,2,1,3,Returning_Visitor,0,1421.46,40,35.536500000000004,7.0,0.20588235294117646,0.0,19.3,0.0,37.26647058823529,-0.018918919,6,Summer,0,1,0,0,0.0,0.0,0.0,0,5.046002437933547,0.0,7.145243452489669,0.0,,Medium
0,0.0,0,0.0,14,289.625,0.0,0.028571429,0.0,0.0,Nov,2,2,1,2,New_Visitor,1,289.625,14,20.6875,0.0,0.0,0.0,0.0,0.0,19.308333333333334,-0.028571429,11,Fall,1,0,1,0,0.0,0.0,0.0,14,0.0,0.0,5.672033776341621,0.0,,Low
0,0.0,0,0.0,8,413.0,0.0,0.0125,0.0,0.0,Sep,1,1,4,3,New_Visitor,0,413.0,8,51.625,0.0,0.0,0.0,0.0,0.0,45.888888888888886,-0.0125,9,Fall,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,6.025865973825314,0.0,,Low
0,0.0,2,28.0,1,0.0,0.066666667,0.133333333,0.0,0.6,May,2,2,8,3,Returning_Visitor,0,28.0,3,9.333333333333334,0.0,0.0,1.0,0.0,9.333333333333334,0.0,-0.066666666,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,3.367295829986474,0.0,0.0,,Very Low
0,0.0,0,0.0,3,91.0,0.066666667,0.133333333,0.0,0.0,May,2,2,3,11,Returning_Visitor,0,91.0,3,30.333333333333332,0.0,0.0,0.0,0.0,0.0,22.75,-0.066666666,5,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,4.5217885770490405,0.0,,Very Low
2,17.2,0,0.0,18,168.5285714,0.010526316,0.024561404,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,0,185.7285714,20,9.28642857,2.0,0.10526315789473684,0.0,5.733333333333333,0.0,8.869924810526316,-0.014035087999999998,10,Fall,0,1,0,0,0.0,0.0,0.0,0,2.9014215940827497,0.0,5.133021475447245,0.0,,Low
0,0.0,0,0.0,98,3556.61241,0.002061856,0.010173465,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,0,3556.61241,98,36.29196336734694,0.0,0.0,0.0,0.0,0.0,35.92537787878788,-0.008111608999999999,3,Spring,0,1,0,0,0.0,0.0,0.0,0,0.0,0.0,8.176844927497127,0.0,,High
0,0.0,0,0.0,200,6867.193847,0.006408856,0.024587384,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,6867.193847,200,34.335969235,0.0,0.0,0.0,0.0,0.0,34.165143517412936,-0.018178528,11,Fall,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,8.834656446284171,0.0,,Very High
2,34.91666667,1,33.5,21,496.4821429,0.008695652,0.025120773,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,0,564.89880957,24,23.53745039875,1.0,0.09090909090909091,0.045454545454545456,11.638888889999999,16.75,22.56737013181818,-0.016425121,12,Winter,1,1,0,0,0.0,0.0,0.0,0,3.581201440408555,3.5409593240373143,6.209559662286113,0.0,,Medium
5,69.6,3,53.0,6,92.7,0.0,0.02,0.0,0.0,Jul,2,6,1,3,New_Visitor,1,215.3,14,15.37857142857143,1.25,0.7142857142857143,0.42857142857142855,11.6,13.25,13.242857142857144,-0.02,7,Summer,0,0,1,0,0.0,0.0,0.0,6,4.257030144499196,3.9889840465642745,4.540098189244376,0.0,,Low
0,0.0,1,0.0,65,934.8704274,0.008080808,0.036336088,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,1,934.8704274,66,14.164703445454546,0.0,0.0,0.015151515151515152,0.0,0.0,14.164703445454546,-0.02825528,10,Fall,0,1,0,0,0.0,0.0,0.0,65,0.0,0.0,6.841477034630005,0.0,,High
0,0.0,0,0.0,2,94.0,0.0,0.1,0.0,0.0,Nov,2,4,2,8,Returning_Visitor,0,94.0,2,47.0,0.0,0.0,0.0,0.0,0.0,31.333333333333332,-0.1,11,Fall,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,4.553876891600541,0.0,,Very Low
1,0.0,1,80.16666667,29,759.75,0.0,0.019354839,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,1,839.91666667,31,27.094086021612906,0.5,0.03333333333333333,0.03333333333333333,0.0,40.083333335,25.325,-0.019354839,11,Fall,1,1,0,0,0.0,0.0,0.0,29,0.0,4.396504653895603,6.63430478877708,0.0,,Medium
6,294.0705128,6,1343.25,51,3472.870513,0.011866969,0.037170572,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,5110.1910258,63,81.11414326666666,0.8571428571428571,0.11538461538461539,0.11538461538461539,42.01007325714286,191.89285714285714,66.78597140384615,-0.025303603,11,Fall,1,1,0,0,0.0,0.0,0.0,0,5.68721435421823,7.203591515689787,8.153024672934253,0.0,,High
